Nom Film,Resume,date,heure,Type ,Réalisateur,Acteur,Note presse,Note Public
Le Dernier Tango à Paris,"Paul, un Américain établi à Paris, et Jeanne font connaissance alors qu'ils visitent, un matin d'hiver, un grand appartement vide. Ils font l'amour sans rien savoir l'un de l'autre, pas même leurs prénoms...","15 décembre 1972
","
2h 09min
 ","
Drame,
Erotique,
Romance","
Bernardo Bertolucci","
Mia Wasikowska,
Johnny Depp,
Lindsay Duncan","2,7","3,5"
Alice de l'autre côté du miroir,Les nouvelles aventures d'Alice et du Chapelier Fou. Alice replonge au pays des merveilles pour aider ses amis à combattre le Maître du Temps.,"1 juin 2016
","
 1h 53min
","
Comédie,
Famille,
Fantastique","
James Bobin","
Demetrius Shipp Jr.,
Danai Gurira,
Kat Graham","3,2",--
All Eyez On Me,Un biopic sur le rappeur Tupac Shakur.,"12 mars 2020
","
2h 20min
","
Biopic,
Drame,
Musical","
Benny Boom","
Leonardo Lima Carvalho,
Kevin de Paula,
Vincent D'Onofrio",--,"2,4"
Pelé - naissance d’une légende,"L’incroyable ascension de la légende du football, qui, grâce à un style hors norme et à force de détermination, triompha de tous les obstacles, pour devenir l’inspiration d’un pays tout entier, et le changer à jamais.","29 juillet 2016
","
1h 47min
","
Biopic,
Drame","
Michael Zimbalist,
Jeff Zimbalist","
Darya Ekamasova,
Aleksandr Oblasov,

Aleksandr Yatsenko","2,8","1,1"
Train de guerre : le corridor de l'espoir,Des habitants de Léningrad construisent une voie de chemin de fer pour contourner le blocus de la ville par les nazis.,"1 septembre 2022
","
2h 20min
","
Drame,
Guerre","
Patrick Braoudé","
Michaël Youn,
Jacques Villeret,
Arno Chevrier","4,1",--
Iznogoud,Le grand vizir Iznogoud a pour unique ambition de devenir Calife à la place du Calife Haroun El Poussah. Cet être mauvais et risible est prêt à tout pour parvenir à ses fins...,"9 février 2005
","
1h 35min
","
Comédie","
Julien Duvivier","
Jean Gabin,
Danièle Delorme,
Robert Arnoux","2,2",--
Voici le temps des assassins,"À Paris, André Chatelin, un restaurateur au grand cœur, voit débarquer la fille de sa première épouse qu'il n'a pas vue depuis des années. La jeune femme se prénomme Catherine et déclare que depuis la mort de sa mère à Marseille elle n'a nulle part où aller.","13 avril 1956
","
1h 53min
","
Drame","
Emmanuel Mouret","
 JoeyStarr,
Virginie Ledoyen,

Jasmine Trinca",--,"3,7"
Une autre vie,"Jean, électricien, pose des alarmes dans des demeures du sud de la France. Il y rencontre Aurore, célèbre pianiste. Malgré leurs différences, ils tombent immédiatement amoureux l’un de l’autre et envisagent ensemble une autre vie.","22 janvier 2014
","
1h 35min
","
Drame,
Romance","
Zhor Fassi-Fihri","
Irma Lake,
 Robert Knepper,
Gary Dourdan",,
The Moderator,"Après que les meurtres de ses amies n'ont toujours pas été résolus, une tueuse secrète décide de se faire justice elle-même. Elle découvre que ces crimes relèvent d'une longue série de meurtres sadiques perpétrés par un syndicat du crime clandestin à l'encontre des femmes.","25 août 2022
","
1h 21min
","
Action,
Thriller","
John Boorman","
Powers Boothe,
Meg Foster,
Charley Boorman",,
La Forêt d'émeraude,"Alors qu'il construit un immense barrage, un ingénieur perd son fils en pleine jungle amazonienne. Après dix ans de recherches, il apprend qu'un jeune Blanc vit au milieu d'une tribu d'Indiens, les ""Invisibles"". Il part à sa rencontre.","26 juin 1985
","
1h 55min
","
Action,
Aventure,
Drame",,,,
Le Secret de l'étoile du nord,"Pour rompre la malédiction qui a privé le Roi de sa fille bien aimée, Sonia, une jeune orpheline, part en quête de l'Etoile du Nord, l'astre qui veille sur Noël. Commence alors pour elle un fabuleux voyage...","11 décembre 2013
","
1h 22min
","
Aventure,
Famille,

Fantastique","
Nils Gaup","
Vilde Zeiner,
Anders Baasmo Christiansen,
Stig Werner Moe","2,6","2,4"
La Bataille de Midway,"Juin 1942, les forces japonaises s'apprêtent à lancer une offensive surprise sur la base américaine du Midway, en plein coeur du Pacifique. L'armée US, qui vient d'apprendre l'existence de ce plan, se prépare à contreattaquer.","30 octobre 2001
","
2h 12min
","
Action,
Drame,
Guerre","
Jack Smight","
Charlton Heston,
Henry Fonda,
James Coburn","3,5",--
Tina,"L'histoire d'Anna Mae Bullock, promise à l'humble carrière d'infirmière, qui, après sa rencontre avec Ike Turner et leur vie orageuse, va devenir la grande chanteuse de rock que l'on connait.","29 septembre 1993
","

1h 57min
","
Biopic,
Drame,
Musical","
Brian Gibson","
Angela Bassett,
Laurence Fishburne,
Penny Johnson Jerald",--,"4,2"
Jésus de Nazareth,"L'évocation minutieuse de la vie de Jésus de Nazareth, de sa naissance à Bethléem à sa résurrection en passant par sa crucifixion sous l'ordre de Ponce Pilate.","3 novembre 1999
","

6h 11min
","
Biopic,
Drame,
Historique","
Franco Zeffirelli","
Robert Powell,
Anne Bancroft,
Olivia Hussey","3,3",--
Shaft,"Le légendaire détective revient dans la vie de son fils, expert en cybersécurité au FBI, pour enquêter sur la mort d'un ami.","28 août 2018
","
1h 51min
","
Action,
Comédie","
Tim Story","
Samuel L. Jackson,
Jessie T. Usher,
Regina Hall","3,1",--
A Ghost Story,"Apparaissant sous un drap blanc, le fantôme d'un homme rend visite à sa femme en deuil dans la maison de banlieue qu'ils partageaient encore récemment, pour y découvrir que dans ce nouvel état spectral, le temps n'a plus d'emprise sur lui.","20 décembre 2017
","
1h 32min
","
Drame,
Fantastique","
David Lowery","
Casey Affleck,
Rooney Mara,
McColm Cephas Jr.","2,4",--
Bastille Day,"Michael Mason, un pickpocket américain, devient l’homme le plus recherché par la CIA à Paris lorsqu’il vole ce qu’il croyait être un simple sac. Sean Briar, l’agent chargé de l’enquête, se rend rapidement compte que Michael n’est qu’un pion dans le vaste complot qui se prépare, et il le recrute pour remonter jusqu’à la source.","13 juillet 2016
","
1h 30min
","
Action","
James Watkins","
Idris Elba,
Richard Madden,
Charlotte Le Bon","2,9",--
San Andreas,"Lorsque la tristement célèbre Faille de San Andreas finit par s'ouvrir, et par provoquer un séisme de magnitude 9 en Californie, un pilote d'hélicoptère de secours en montagne et la femme dont il s'est séparé quittent Los Angeles pour San Francisco dans l'espoir de sauver leur fille unique.","27 mai 2015
","
1h 54min
","
Action,
Aventure,
Thriller","
Brad Peyton","
Dwayne Johnson,
Carla Gugino,
Alexandra Daddario","3,4",--
Des hommes et des dieux,Ce film s’inspire librement de la vie des Moines Cisterciens de Tibhirine en Algérie de 1993 jusqu’à leur enlèvement en 1996.,"8 septembre 2010
","
2h 00min
","
Drame","
Xavier Beauvois","
Lambert Wilson,
Michael Lonsdale,
Olivier Rabourdin","1,8",--
Arsène Lupin,"Lancé sur la piste du trésor perdu des rois de France, Arsène Lupin multiplie les coups d'éclat : attaque d'un train lancé à pleine allure, course-poursuite dans les catacombes parisiennes, vol spectaculaire à la cathédrale de Rouen...","13 octobre 2004
","
2h 10min
","
Policier,
Romance","
Jean-Paul Salomé","
Romain Duris,
Kristin Scott Thomas,
Pascal Greggory","3,2",--
Shortbus,"Différents personnages évoluant dans le New York artistique et intellectuel se retrouvent au Salon Shortbus, pour des performances, des lectures, et des relations sexuelles en public.","8 novembre 2006
","
1h 41min
","
Comédie,
Drame,
Erotique","
John Cameron Mitchell","
Sook-Yin Lee,
Paul Dawson,
Jay Brannan","3,8",--
Seul contre tous,Le drame d'un ex-boucher chevalin se débattant seul contre tous dans les entrailles de son pays.,"17 février 1999
","
1h 29min
","
Policier,
Drame,
Thriller","
Gaspar Noé","
Philippe Nahon,
Blandine Lenoir,
Frankie Pain","3,8",--
Tucker & Dale fightent le mal,"Tucker et Dale sont deux gentils péquenauds venus se ressourcer en forêt. Ils y rencontrent des étudiants venus faire la fête. Suite à un quiproquo entraînant la mort d’un des jeunes, ces derniers pensent que Tucker et Dale sont des serial killers qui veulent leur peau...","1 février 2012
","
1h 28min
","
Comédie,
Epouvante-horreur","
Eli Craig","
Tyler Labine,
Alan Tudyk,

Katrina Bowden","3,4",--
Intimité,"Jay et Claire se retrouvent, chaque mercredi, dans le sous-sol d'une petite maison londonienne pour y faire l'amour.","28 mars 2001
","
2h 00min
","
Drame,
Erotique","
Patrice Chéreau","
Mark Rylance,
Kerry Fox,
Timothy Spall","3,0",--
Terminator Genisys,"Le leader de la résistance John Connor envoie le sergent Kyle Reese dans le passé pour protéger sa mère, Sarah Connor et préserver l'avenir de l’humanité. Des événements inattendus provoquent une fracture temporelle et Sarah et Kyle se retrouvent dans une nouvelle version du passé.","1 juillet 2015
","
2h 06min
","
Action,
Science Fiction","
Alan Taylor","
Arnold Schwarzenegger,
Emilia Clarke,
Jai Courtney",,
Cyrano,"Cyrano De Bergerac est un homme bien en avance sur son temps qui brille autant par la dextérité de sa répartie que par celle de son épée. Mais persuadé que son apparence le prive à jamais de l’amour de celle qui lui est chère, la resplendissante Roxanne, il ne se résout pas à lui avouer sa flamme.","30 mars 2022
","
2h 04min
","
Drame,
Comédie musicale,
 Romance","
Joe Wright","
Peter Dinklage,
Haley Bennett,
Kelvin Harrison Jr.","2,7","1,7"
Casse-tête chinois,"On retrouve Xavier avec Wendy, Isabelle et Martine quinze ans après l’Auberge Espagnole et dix ans après les Poupées Russes. Tout paraissait si simple alors mais la vie de Xavier ne cessera de prendre des détours inattendus entre Paris et New-York.","4 décembre 2013
","
1h 57min
","
Comédie dramatique,
Romance","
Cédric Klapisch","
Romain Duris,
Audrey Tautou,
Cécile de France","3,4","3,8"
Une autre vie,"Jean, électricien, pose des alarmes dans des demeures du sud de la France. Il y rencontre Aurore, célèbre pianiste. Malgré leurs différences, ils tombent immédiatement amoureux l’un de l’autre et envisagent ensemble une autre vie.","22 janvier 2014
","
1h 35min
","
Drame,
Romance","
Emmanuel Mouret","
 JoeyStarr,
Virginie Ledoyen,
Jasmine Trinca","2,4","2,2"
Notre petite soeur,Trois soeurs vivant ensemble dans la maison de leur grand-mère voient leurs vies bouleversées par l'irruption de leur demi-soeur.,"28 octobre 2015
","
2h 08min
","
Drame","
Hirokazu Kore-eda","
Haruka Ayase,
Masami Nagasawa,
 Kaho","3,6","4,1"
Seul contre tous,Le drame d'un ex-boucher chevalin se débattant seul contre tous dans les entrailles de son pays.,"17 février 1999
","
1h 29min
","
Policier,
 Drame,
Thriller","
Gaspar Noé","
Philippe Nahon,
Blandine Lenoir,
Frankie Pain","3,4","3,8"
Agora,"Dans l'Egypte ancienne, en plein déclin de l'empire romain, la philosophe et scientifique Hypatie tente de préserver les connaissances accumulées depuis des siècles au beau milieu des guerres de religion qui font rage.","6 janvier 2010
","
2h 06min
","
Aventure,
Drame,
Historique","
Alejandro Amenábar","
Rachel Weisz,
Max Minghella,
Oscar Isaac","2,9","3,6"
Entre ciel et terre,"L'épopée de Ly et de sa famille, avant, pendant et après la guerre du Vietnam. Sa lutte contre les troupes gouvernementales qui investissent son village, sa fuite à Saigon, son mariage avec un soldat américain, son depart pour l'Amérique et puis son retour avec ses deux fils.","19 janvier 1994
","
2h 20min
","
Drame,
Guerre","
Oliver Stone","
Hiep Thi Le,
Tommy Lee Jones,
Joan Chen","3,8",--
Le Fugitif,"Le chirurgien David Kimble mène une vie paisible jusqu'au jour où il retrouve son épouse avec le crâne fracassé et est accusé du meurtre. Pour rétablir la vérité, il doit d'abord s'évader et reprendre l'enquête de zéro, avec toute la police à ses trousses.","1 septembre 1993
","
2h 09min
","
Action,
Aventure,
Drame","
Andrew Davis","
Harrison Ford,
Tommy Lee Jones,
Sela Ward","4,0",--
De miel et de sang,"Après 15 ans d’absence, le capitaine Fred Carel, de l’Office Central de Lutte contre les Atteintes à l’Environnement et à la Santé Publique, revient dans la petite ville de Provence qui l’a vu grandir.","1 octobre 2022
","
1h 30min
","
Drame","
Lou Jeunet","
Nicolas Gob,
Léa François,
Eva Darlan",--,"3,6"
Le Corniaud,"Saroyan, un trafiquant, utilise un honnête commerçant, répondant au nom d'Antoine Maréchal, pour emmener de Naples à Bordeaux une Cadillac remplie d'héroïne.","24 mars 1965
","
1h 50min
","
Comédie","
Gérard Oury","
Louis de Funès,
 Bourvil,
Jacques Ary","3,8",--
Mean Streets,"Dans le quartier des immigrés italiens, la mafia a pris ses marques. Johnny Boy, tête brulée et bagarreur, a emprunté de l'argent à un parrain, sans intention de rembourser. Son ami Charlie, jeune mafioso ambitieux, tente de le protéger de ses créanciers. Mais Johnny Boy est incontrôlable.","12 mai 1976
","
1h 50min
","
Policier,
Drame","
Martin Scorsese","
Robert De Niro,
Harvey Keitel,
David Proval",--,"2,8"
Made In Italy,"Robert, artiste bohème londonien, revient en Italie avec son fils afin de vendre au plus vite la maison dont il a hérité de sa défunte épouse.","20 juillet 2021
","
1h 34min
","
Comédie,
Drame","
James D'Arcy","
Liam Neeson,
Micheál Richardson,
Lindsay Duncan","2,9",--
Un Noël tout en fleurs,"Poppy Benson, une fleuriste passionnée, s'inscrit au concours floral de Noël de sa ville. Elle espère ainsi remporter le premier prix et sauver la boutique familiale de la faillite. Ses plans sont bouleversés lorsqu'elle rencontre Garrett, son grand rival pendant le concours. Avec","28 décembre 2018
","
1h 30min
","
Romance","
Jake Helgren","
Nicky Whelan,
Miles Fisher,
Daphne Zuniga","2,3",--
The Divide,"Quand une explosion cataclysmique ravage la ville de New York, huit personnes se réfugient dans le sous-sol de leur immeuble. Des tensions et des rivalités apparaissent parmi les rescapés qui survivent grâce aux réserves déclinantes d’eau et de nourriture.","1 mars 2012
","
1h 50min
","
Science Fiction,
Thriller","
Xavier Gens","
Lauren German,
Milo Ventimiglia,
Michael Biehn",,
Point Break,Une série de braquages spectaculaires aux quatre coins du monde met en péril l’équilibre des marchés financiers. Les criminels opèrent aussi bien en motos dans des gratte-ciels new yorkais qu’en « wingsuits » pour s’échapper d’avions au-dessus de la jungle.,"3 février 2016
","
1h 53min
","
Action","
Ericson Core","
Édgar Ramírez,
Luke Bracey,
Ray Winstone",,
Doomsday,"Quand un terrible virus ravage un pays, une unité d'élite est envoyée pour endiguer l'épidémie...","2 avril 2008
","
1h 45min
","
Action,
Science Fiction,
 Thriller","
Neil Marshall","
Rhona Mitra,
Malcolm McDowell,
David O'Hara","2,6","2,2"
Train de guerre : le corridor de l'espoir,Des habitants de Léningrad construisent une voie de chemin de fer pour contourner le blocus de la ville par les nazis.,"1 septembre 2022
","
2h 20min
","
Drame,
Guerre","
Bernard Borderie","
Darya Ekamasova,
Aleksandr Oblasov,
Aleksandr Yatsenko","2,4",--
Angélique marquise des anges,"La jeune Angélique assiste à la fomentation d'un complot entre plusieurs grands du royaume, visant à empoisonner le futur Louis XIV. Afin de la protéger de cette dangereuse découverte, elle est envoyée dans un couvent pour y faire ses études.","8 décembre 1964
","
1h 46min
","
Aventure,
Historique","
Brian De Palma","
Michèle Mercier,
Robert Hossein,
 Jean Rochefort",--,"2,9"
